城市,关键字,职位名称,反馈率,公司名称,职位月薪,工作地点,公布时间,职位链接,岗位职责,技能要求,公司地址,保存时间,公司地点,公司性质,公司规模,工作经验,学历要求,职业薪水
北京,数据分析,工作轻松 聘金融数据分析助理 均新9K,92%,北京万向卓迹商贸有限公司,4001-6000,北京,最新,http://jobs.zhaopin.com/424426231250067.htm, （无经验者通过面试后可免费带薪培训）1.严格执行公司各项制度，，并定期整理交易数据，向上级领导账户分析结果；2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理；3.配合其他部门有关工作；4.遵守公司的各项管理制度，承办领导交办的其他工作。 , 1.18-35周岁，大本及其以上学历;性别不限、专业不限，退伍军人前考虑；2.性格开朗，诚实守信、踏实勤奋，工作积极主动；3.沟通表达能力强，较强的团队意识和协作精神；4.能承受较强的工作压力，且有强烈的上进心。  薪资待遇 1、薪资6000＋交通高温补助+五险一金2、完整晋升空间。每三个月有一次晋升机会，每次薪资涨幅4000-50003、保障安全有五险一金4、每月有高温和交通补助 福利待遇 1、每月享有带薪病假，休息时也会有工资拿；2、弹性的工作时间，让你工作自由安排；3、提供各种高大上下午茶及零食；4、各种高端大气上档次的团队建设；5、专属每位员工的生日派对、礼物、和小伙伴们最真挚的祝福6、不定时不定量的微信抢红包的惊喜活动，等你来抢；7、神一般的队友，激情四溢朝气蓬勃的团队工作氛围；8、饭补、话补、交通补、结婚红包、每年两次的加薪机会，每月的绩效奖金，年底红包等丰厚的福利等着你；9、最重要的是来到这里，你将拥有最广阔的职业发展空间，最充足的资源支持，最人性化的管理，不管你在那个岗位，只要你可做，就有机会成为部门leader进而走进公司高级管理层。人生有一种遗憾叫做“因为不够了解而错过”，期待拥有梦想的你。那么请点击“立即申请”或通过以下方式联系我们公司地址北京市朝阳区东三环南路25号北京汽车大厦1402.公司主页 http//www.onewaycn.com人事部电话010-58410280 13381481665 (对职位有疑问或有兴趣者，请积极与HR联系）人事部邮箱xiaxue@trade-bj.com   人事部经理夏雪,北京市朝阳区东三环南路25号北京汽车大厦1402.,2018-03-18,北京,合资,100-499人,,本科,4001-6000元/月
北京,数据分析,金融数据分析专员,91%,北京万向通汇投资有限公司,10001-15000,北京-崇文区,最新,http://jobs.zhaopin.com/289846186250013.htm, （没有销售性质，无经验者通过面试后可免费带薪培训）分析数据--判断未来趋势--细心--及时1.严格执行公司各项制度，协助项目经理完成日常工作；2.按照部门主管的要求进行项目数据的搜集或整理；3.配合其他部门有关工作；4.遵守公司的各项管理制度，承办领导交办的其他工作。,  1.18-35周岁，大本及其以上学历;性别不限、专业不限，退伍军人前考虑；2.性格开朗，诚实守信、踏实勤奋，工作积极主动；3.沟通表达能力强，较强的团队意识和协作精神；4.能承受较强的工作压力，且有强烈的上进心。 薪资待遇  1、薪资6L-1W5＋岗位分红+五险一金2、完整晋升空间。每三个月有一次晋升机会，每次薪资涨幅4000-50003、保障安全有五险一金4、每月有高温和交通补助，薪资福利齐全 直接投递简历，公司会当天审核，审核通过后会通知面试。联系方式人事经理秦悦18210803282公司地址东城区广渠门内嘉禾国信大厦CD座3层309室。乘车路线地铁7号线广渠门内B口出直行300米即可。工作地址北京市东城区广渠门内嘉禾国信大厦CD座3层309室。工作地址北京市东城区白桥大街15号嘉禾国信大厦三楼309室,北京市东城区广渠门内嘉禾国信大厦CD座3层309室。工作地址北京市东城区白桥大街15号嘉禾国信大厦三楼309室工作地址北京市东城区广渠门内嘉禾国信大厦CD座3层309室,2018-03-18,北京-崇文区,股份制企业,100-499人,,不限,10001-15000元/月
北京,数据分析,机会把握自己手中，面向广大实习生而招/金融数据分析师,82%,嘉诺恒盛(北京)教育科技有限公司,6001-8000,北京,最新,http://jobs.zhaopin.com/278684936251823.htm,,,北京市国贸建外SOHO东区9号楼16层1601,2018-03-18,北京,股份制企业,100-499人,,大专,6001-8000元/月
北京,数据分析,❤金融数据分析师助理//储备经理,94%,北京万向卓迹商贸有限公司,8001-10000,北京-朝阳区,最新,http://jobs.zhaopin.com/409386535251372.htm,,1、应届毕业生及以上学历，有志于金融行业长远发展（金融、经济学专业可放宽至大专）；或对金融行业有强烈意愿者。2、良好的沟通能力，很好的亲和力和较强的人际交往能力；3、精力充沛，喜爱竞争挑战和有强烈成功欲望；4、遵守纪侓和行业规范，能接受严格专业培训，具有敬业精神及团队合作意识；5、正直诚信，忠于企业，传承企业文化，愿意与企业一起发展成长；6、具有一定的金融行业知识，具有股票、外汇、期货、贵金属投资等相关业务从业经历者优先。对无相关从业经验者提供带薪培训，并在实习期内根据个人能力，定向发展成为分析师助理（储备分析师），经理助理（储备经理）。任职要求1、对企业相关部门岗位轮岗轮训，熟悉操作流程，累计实习经验；2、学习掌握基础分析知识，定期对金融市场定向研究，撰写市场分析报告；3、协助分析师完成对公司客户及会员进行技术分析维护，控制风险，帮助客户稳定盈利；4、完成各部门各岗位实习考核任务，实习期具有一定淘汰率；5、一个月试用期通过公司标准，转正后获得高额薪水、固定期限劳动合同，开启璀璨人生之路。用人理念 1、你可以没有显赫学历，但要有一直学习新事物的精神，对新鲜的东西拥有强烈的求知欲； 2、你可以没有就读名校，但要证明你的能力不输于那些所谓名校的高材生； 3、你可以没有金融知识，但要对金融行业有强烈的热情和兴趣； 4、你可以没有工作经验，但要有梦想、有目标，要积极向上、勇于担当。薪酬福利1、薪酬6K底薪+高额提成+交通补助+奖金+带薪年假+节日福利+生日福利+社会保险 2、普通员工平均月收入可达到10000元/月 3、享有国家规定法定假日及年假、婚假、产育假等假期制度 4、公司定期举办各种活动，如员工聚餐、员工生日聚餐、运动会、拓展训练、团队旅游、企业年会等。公司地址朝阳区潘家园北京汽车大厦1402人事部何璐17718583381,北京市朝阳区东三环南路25号北京汽车大厦1402,2018-03-18,北京-朝阳区,股份制企业,100-499人,,本科,8001-10000元/月
北京,数据分析,数据分析专员//金融研究员,88%,北京万向通汇投资有限公司,8001-10000,北京-西城区,最新,http://jobs.zhaopin.com/289846186250022.htm,（无经验者通过面试后可免费带薪培训） 1.严格执行公司各项制度，，并定期整理交易数据，向上级领导账户分析结果；2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理；3.配合其他部门有关工作；4.遵守公司的各项管理制度，承办领导交办的其他工作。 , 不需要爸是李刚家在武钢，也不一定五道杠;无所谓介于牛A或牛C之间，也无须各种帝，只要您对金融行业的向往力像追星那般热情，执行力像辽宁城管扫街那般雷厉，敏锐度像发改委调油价那般精细，那就来吧! 薪资待遇 1、薪资底薪6000＋交通高温补助+五险一金+双休。2、完整晋升空间。每三个月有一次晋升机会，每次薪资涨幅4000-50003、保障安全有五险一金4、每月有高温和交通补助 福利待遇 1、每月享有带薪病假，休息时也会有工资拿；2、弹性的工作时间，让你工作自由安排；3、提供各种高大上下午茶及零食；4、各种高端大气上档次的团队建设；5、专属每位员工的生日派对、礼物、和小伙伴们更真挚的祝福6、不定时不定量的微信抢红包的惊喜活动，等你来抢；7、神一般的队友，激情四溢朝气蓬勃的团队工作氛围；8、饭补、话补、交通补、结婚红包、每年两次的加薪机会，每月的绩效奖金，年底红包等丰厚的福利等着你；9、更重要的是来到这里，你将拥有更广阔的职业发展空间，充更足的资源支持，更人性化的管理，不管你在那个岗位，只要你肯努力，就有机会成为部门leader进而走进公司高级管理层。如果你想让自己拥有更多的成长和变化.......应聘方式直接投递简历，公司会当天审核，审核通过后会通知面试。预约经理秦悦预约电话18210803282公司地点北京市东城区广渠门内嘉禾国信大厦309室乘车路线地铁7号线广渠门内B口出直走300米，左拐即到工作地址北京市东城区广渠门内 嘉禾国信 3楼309室工作地址北京市东城区白桥大街15号嘉禾国信大厦CD座三楼309室,北京市东城区广渠门内 嘉禾国信 3楼309室工作地址北京市东城区白桥大街15号嘉禾国信大厦CD座三楼309室工作地址北京市东城区广渠门内嘉禾国信大厦309室,2018-03-18,北京-西城区,股份制企业,100-499人,,不限,8001-10000元/月
北京,数据分析,聘金融投资实习生 数据分析师助理,86%,嘉诺恒盛(北京)教育科技有限公司,4001-6000,北京,最新,http://jobs.zhaopin.com/278684936257709.htm,,,北京市朝阳区国贸建外SOHO东区9楼16层1601,2018-03-18,北京,股份制企业,100-499人,,大专,4001-6000元/月
北京,数据分析,底薪6K起聘金融数据分析师助理,96%,北京万向通汇投资有限公司,6001-8000,北京,最新,http://jobs.zhaopin.com/289846186250028.htm,,,北京市东城区白桥大街15号嘉禾国信大厦CD座三楼309室工作地址北京市东城区广渠门内嘉禾国信大厦cd座309室,2018-03-18,北京,股份制企业,100-499人,,不限,6001-8000元/月
北京,数据分析,金融数据分析师助理,94%,北京万向通汇投资有限公司,10001-15000,北京-西城区,最新,http://jobs.zhaopin.com/289846186250047.htm,,,北京市东城区白桥大街15号嘉禾国信大厦CD座三楼309室工作地址北京市东城区广渠门内嘉禾国信大厦CD座309室,2018-03-18,北京-西城区,股份制企业,100-499人,,本科,10001-15000元/月
北京,数据分析,6k-15k聘金融投资实习生/数据分析师助理,95%,北京万向卓迹商贸有限公司,8001-10000,北京,最新,http://jobs.zhaopin.com/308028988255119.htm,（无经验者通过面试后可免费带薪培训） 1.严格执行公司各项制度，，并定期整理交易数据，向上级领导账户分析结果；2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理；3.配合其他部门有关工作；4.遵守公司的各项管理制度，承办领导交办的其他工作。 , 不需要爸是李刚家在武钢，也不一定五道杠;无所谓介于牛A或牛C之间，也无须各种帝，只要您对金融行业的向往力像追星那般热情，执行力像辽宁城管扫街那般雷厉，敏锐度像发改委调油价那般精细，那就来吧! 薪资待遇 1、薪资底薪6000＋交通高温补助+五险一金+双休。2、完整晋升空间。每三个月有一次晋升机会，每次薪资涨幅4000-50003、保障安全有五险一金4、每月有高温和交通补助 福利待遇 1、每月享有带薪病假，休息时也会有工资拿；2、弹性的工作时间，让你工作自由安排；3、提供各种高大上下午茶及零食；4、各种高端大气上档次的团队建设；5、专属每位员工的生日派对、礼物、和小伙伴们更真挚的祝福6、不定时不定量的微信抢红包的惊喜活动，等你来抢；7、神一般的队友，激情四溢朝气蓬勃的团队工作氛围；8、饭补、话补、交通补、结婚红包、每年两次的加薪机会，每月的绩效奖金，年底红包等丰厚的福利等着你；9、更重要的是来到这里，你将拥有更广阔的职业发展空间，充更足的资源支持，更人性化的管理，不管你在那个岗位，只要你肯努力，就有机会成为部门leader进而走进公司高级管理层。如果你想让自己拥有更多的成长和变化.......那么请点击“立即申请”或通过以下方式联系我们公司地址北京市朝阳区东三环南路25号北京汽车大厦1402.公司主页 http//www.onewaycn.com/人事部电话13366354435(对职位有疑问或有兴趣者，请积极与HR联系）  人事部经理徐经理,北京市朝阳区潘家园北京汽车大厦1402室,2018-03-18,北京,股份制企业,500-999人,,大专,8001-10000元/月
北京,数据分析,金融数据分析师（有经验优先）,92%,嘉诺恒盛(北京)教育科技有限公司,8001-10000,北京,最新,http://jobs.zhaopin.com/278684936257649.htm,,,北京市朝阳区国贸建外SOHO东区9楼16层1601,2018-03-18,北京,股份制企业,100-499人,1-3年,大专,8001-10000元/月
北京,数据分析,聘金融助理/数据分析师 应届生优先可实习 不收取任何费用,99%,北京万向卓迹商贸有限公司,6001-8000,北京-大兴区,最新,http://jobs.zhaopin.com/308028988254711.htm, （无经验者通过面试后可免费带薪培训）1.严格执行公司各项制度，，并定期整理交易数据，向上级领导账户分析结果；2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理；3.配合其他部门有关工作；4.遵守公司的各项管理制度，承办领导交办的其他工作。 ,1.18-35周岁，大本及其以上学历;性别不限、专业不限；2.性格开朗，诚实守信、踏实勤奋，工作积极主动；3.沟通表达能力强，较强的团队意识和协作精神；4.能承受较强的工作压力，且有强烈的上进心。 薪资待遇1、薪资6000＋交通补助+饭补+高温补助+五险一金+年底双薪2、完整晋升空间。每三个月有一次晋升机会，每次薪资涨幅4000-50003、保障安全有五险一金4、每月有高温和交通补助福利待遇1、每月享有带薪病假，休息时也会有工资拿；2、弹性的工作时间，让你工作自由安排；3、提供各种高大上下午茶及零食；4、各种高端大气上档次的团队建设；5、专属每位员工的生日派对、礼物、和小伙伴们最真挚的祝福6、不定时不定量的微信抢红包的惊喜活动，等你来抢；7、神一般的队友，激情四溢朝气蓬勃的团队工作氛围；8、饭补、话补、交通补、结婚红包、每年两次的加薪机会，每月的绩效奖金，年底红包等丰厚的福利等着你；9、最重要的是来到这里，你将拥有最广阔的职业发展空间，最充足的资源支持，最人性化的管理，不管你在那个岗位，只要你可做，就有机会成为部门leader进而走进公司高级管理层.那么请点击“立即申请”或通过以下方式联系我们人事经理孙茜公司网址www.tradebj.com联系电话18211197242公司地址北京市朝阳区潘家园北京汽车大厦1402公司名称万向联合控股集团有限公司  工作地址北京市朝阳区潘家园北京汽车大厦1402,北京市朝阳区潘家园北京汽车大厦1402工作地址北京市朝阳区时间国际A座2601、2609室,2018-03-18,北京-大兴区,股份制企业,500-999人,,大专,6001-8000元/月
北京,数据分析,万向直招金融数据分析师五险一金年底双薪,88%,北京万向通汇投资有限公司,8001-10000,北京-崇文区,最新,http://jobs.zhaopin.com/289846186250011.htm, （无经验者通过面试后可免费带薪培训）1.严格执行公司各项制度，，并定期整理交易数据，向上级领导账户分析结果；2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理；3.配合其他部门有关工作；4.遵守公司的各项管理制度，承办领导交办的其他工作。 , 1.18-35周岁，大本及其以上学历;性别不限、专业不限，退伍军人前考虑；2.性格开朗，诚实守信、踏实勤奋，工作积极主动；3.沟通表达能力强，较强的团队意识和协作精神；4.能承受较强的工作压力，且有强烈的上进心。 薪资待遇 1、薪资6000＋交通补助+饭补+高温补助+五险一金+年底双薪2、完整晋升空间。每三个月有一次晋升机会，每次薪资涨幅4000-50003、保障安全有五险一金4、每月有高温和交通补助福利待遇 1、每月享有带薪病假，休息时也会有工资拿；2、弹性的工作时间，让你工作自由安排；3、提供各种高大上下午茶及零食；4、各种高端大气上档次的团队建设；5、专属每位员工的生日派对、礼物、和小伙伴们最真挚的祝福6、不定时不定量的微信抢红包的惊喜活动，等你来抢；7、神一般的队友，激情四溢朝气蓬勃的团队工作氛围；8、饭补、话补、交通补、结婚红包、每年两次的加薪机会，每月的绩效奖金，年底红包等丰厚的福利等着你；公司官网  www.finance-bj.com应聘方式1、直接投递简历，公司经过初步筛选会在24小时之内跟您联系。2、联系人事经理秦经理 18210803282公司地址北京东城区广渠门内嘉禾国信大厦CD座3层309室。乘车路线地铁7号线，广渠门内站下车工作地址北京市东城区广渠门内嘉禾国信大厦CD座3层309室。工作地址北京市东城区白桥大街15号嘉禾国信大厦三楼309室,北京市东城区广渠门内嘉禾国信大厦CD座3层309室。工作地址北京市东城区白桥大街15号嘉禾国信大厦三楼309室工作地址北京市东城区广渠门内嘉禾国信大厦CD座3层309室,2018-03-18,北京-崇文区,股份制企业,100-499人,,本科,8001-10000元/月
